BA_Entry,BA_Notes,BA_Proof,CampNote,Children,Count,DataEntry,DataProof,DeathP,DemogNote,DemographicsList,DurMax,DurMid,DurMin,DurPrec,Elderly,EnclNote,EnclType,EncyChap,EncyPP,EncyStruc,EncyTitle,EncyVol,EndCert,EndEarly,EndLate,EndMidYear,EndMid_ISO,EndMid_parsed,EndNote,EndPrec,EndQuote,EndType,EpiCert,EpiDysente,EpiNone,EpiOther,EpiTubercu,EpiTyphoi,EpiTyphus,EpiUnspeci,EpidemNote,Epidemic,ForcMovIn,ForcMovOut,GPopCert,GPopMax,GPopOther,GType,GerOcCert,GerOcEarly,GerOcLate,GerOcMidYear,GerOcMid_ISO,GerOcMid_parsed,GerOcNote,GerOcPrec,GerOcQuote,HPBelowG,HPNew,HPNote,HPReuse,HoldPNote,HoldPNum,HoldPStruc,HoldPStruc_ag_ind_mil_building_s,HoldPStruc_ag_mil_building,HoldPStruc_barrack,HoldPStruc_castle,HoldPStruc_district,HoldPStruc_factory_building,HoldPStruc_field_outdoors,HoldPStruc_house_s,HoldPStruc_hut_shed_or_tent,HoldPStruc_jail_prison_or_cell,HoldPStruc_jewish_community_building_s,HoldPStruc_market_square,HoldPStruc_neighborhood,HoldPStruc_other,HoldPStruc_other_building,HoldPStruc_private_residence,HoldPStruc_public_building,HoldPStruc_public_building_s,HoldPStruc_street_s,HoldPStruc_uncertain,HoldPStruc_underground,HoldPStruc_unknown,HoldPStruc_unspecified,HoldPStruc_whole_settlement,Incomers,InmateNote,InmateType,Judenrat,LBldNew,LBldReuse,LExName,LExNote,LabBelowG,LabIndoors,LabOutdoors,LabPlNote,Labor,LaborNote,LaborType,Lat_Y,LbArmament,LbBuildMat,LbCert,LbCivicDef,LbCleaning,LbCollDead,LbConstruc,LbFarm,LbManufact,LbNone,LbOilCoal,LbOther,LbTransMat,LbUnspecif,Link_TMB,LocNotes,Long_X,MM,Men,MoveNote,Nation,OldID,OtherOcc,OtherSys,Outgoers,PC_Entry,PC_Notes,PC_Proof,PMaxCert,PMaxNote,PMaxPop,Place,Place_clean,PopJ,PopJCert,PopJOc,PopJOcCert,PopJYear,PopNote,Refugee,RegionAbbr,RemoveLast,RestrNote,RestrQuote,RestrTime,RestrType,RestrType_bodies_marked,RestrType_bodily_harm,RestrType_cultural,RestrType_dispossession,RestrType_economic_activity,RestrType_homes_marked,RestrType_imprisonment,RestrType_jewish_police,RestrType_labor,RestrType_leaving_holding_place,RestrType_leaving_settlement,RestrType_movement_within_settlement,RestrType_murder,RestrType_other,RestrType_registration,RestrType_residential_separation,RestrType_sexual_violence,RestrType_uncertain,RestrType_unknown,RestrType_unspecified,SiteAlias,SiteID,SiteLoc,SiteName,SiteNmEncy,SiteType,StartCert,StartEarly,StartLate,StartMidYear,StartMid_ISO,StartMid_parsed,StartNote,StartPrec,StartQuote,StartType,Women,WorkProx,Youth,dropdown_EncyStruc,dropdown_SiteType,mentioned_in_transcripts,transcript_mention_count
AK,"MM: I did not count the first shooting of ""a group"" because they were then described as ""several."" [Proof JH:  MM: 1, not 0, liquidation shooting]",AW&JH,,,,,,unknown,,,71,64,57,14,,,barbed wire;existing building(s);guard(s),,1091-1092,Lithuania Region,Ghettos in German-occupied Eastern Europe,2,,10/9/41,10/9/41,2041,1941-10-09,10/9/41,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,unknown,certain,854,,none given,,6/22/41,6/22/41,2041,1941-06-22,6/22/41,,0,"German forces captured the town on June 22, 1941.",,,,,"HC: I was unsure if a courtyard was considered field/outdoors, but it seemed to be the closest fit. I have marked uncertain as well to reflect this. Proof MK: HoldPStruc: deleted uncertain. HoldPNum: changed from 1 to 2 for the courtyard and the Bet Midrash. The synagogue is not included as a holding place as it is not certain that is was included in the ghetto; the entry says the area around the synagogue.",1,Jewish community building(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,unspecified,,,54.163848,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,24.186714,1,,,,490,,,,HC,"ED: HoldPStruc: deleted field; HPNum: changed from 2 to 1, as buildings and courtyard were one ghetto; EnclType: changed from unknown to existing buildings",MK/ED,,,,,,1430,certain,1000,,1923,"Proof MK: GPopMax: added the death toll of the final liquidation (223 men, 355 women, 276 children) and changed GPopCert from unknown to certain.",unknown,LTH,,Proof MK: RestrTime: changed from immediately to soon. RestrType: deleted cultural as I do not consider the abuse of the rabbi as explicitly culturally motivated. Deleted Jewish police as there is no mention of it. Added imprisonment for the German commandant taking 50 Jews hostage.,"Immediately after the seizure of the town, Lithuanian nationalists, led by Matuleitis, the head of the local detachment of Šaulys (marksmen), formed a town administration and a police force, which soon implemented a series of anti-Jewish measures. Jews were marked with Stars of David, ordered into compulsory labor, and subjected to robbery and assault (including rape) by local antisemites. On June 24, 1941, the first group of Jews was murdered. On the grounds of the Jewish cemetery, Lithuanian partisans shot several Jews whom they accused of being communists and having collaborated with the Soviet authorities.",soon,bodies marked;bodily harm;dispossession;imprisonment;labor;murder;residential separation;sexual violence,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,2574,,Merkinė,,Ghetto,,1/7/41,7/15/41,2041,1941-08-07,8/7/41,,,,,,,,Lithuania Region,Ghetto,FALSE,0
CS,,JH,,,,,,unknown,,,40,40,40,0,,,existing building(s);guard(s),,1804-1805,Occupied Russian Territory,Ghettos in German-occupied Eastern Europe,2,,2/3/42,2/3/42,2042,1942-02-03,2/3/42,,,,,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"""About 60 people died of starvation and disease inside the ghetto""",unspecified epidemic,unknown,unknown,approximate,500,,none given,,8/18/41,8/18/41,2041,1941-08-18,8/18/41,,0,"German forces occupied Mglin on August 18, 1941.",,,,,CR: The ghetto was in the local prison.,1,public building(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,unknown,,,,,,,,,unspecified,,,53.057632,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,32.851518,1,,,,695,,,,CR,ED: Gpop: changed from null to 500; changed certainty to approximate;,MK/ED,,,,,,726,certain,484,,1939,"CR: Two thirds of the prewar Jewish population remained at the time of occupation. Proof MK: made this calculation and added to PopJOc, changed PopJOcCert from unknown to approximate.",unknown,RUS,,,"Shortly after the start of the occupation, the town administration organized the registration and the marking of the Jews with distinctive symbols.",soon,bodies marked;dispossession;labor;murder;registration;residential separation,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,3106,,Mglin,,Ghetto,,1/21/42,1/21/42,2042,1942-01-21,1/21/42,,,,,,,,Occupied Russian Territory,Ghetto,FALSE,0
NM,"MM- notes that German security forces conducted ""at least one Aktion (possibly several)"" during first 3 months of occupation. Counted 1 since only 1 certain (NM); ForcedMoveIn/ Labor- though people were moved into the ghetto in late-September, 1942, the entry considers the ghetto a remnant ghetto at this point, and therefore the existance of the ""ghetto"" has already ended. Did not count this as Forced Move in for this reason nor ""manufacturing"" labor (NM);",JH,,,,,,unknown,,,323,304,284,39,,EnclTyoe: barbed wire around town (NM);,barbed wire,,1231-1232,Weissruthenien Region,Ghettos in German-occupied Eastern Europe,2,,10/9/42,9/20/42,2042,1942-09-15,9/15/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,unknown,unknown,,"ED: In total, more than 100 Jews were murdered by the Germans and their collaborators in and around Miadzioł in 1941 and 1942.",remnant ghetto,,7/2/41,7/2/41,2041,1941-07-02,7/2/41,,0,"German forces occupied the village on July 2, 1941",,,,,,1,unspecified;whole settlement,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,yes,,,,,,,,,farm labor;unspecified,,,54.876924,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,26.941064,3,,,,908,,,,NM,"Gtype: original ghetto- no type given. After liquidation remnant ghetto was set up (NM); ED:GPopMax: changed from 140 to null; GPopMaxCert from approximate to unknown, as too much movement between settlemtns;  HolPStruc: added whole settlement, b/c ""The remaining Jews of the village were resettled into a ghetto, probably in November 1941, when a barbed- wire fence was erected around the town.""",ED,,,,,,,unknown,200,,,GPopMax: 70 Jews who escaped + 70 who didn't= 140 population of ghetto (NM);,unknown,WRN,,,"German forces occupied the village on July 2, 1941. Immediately on the Germans’ arrival, local Belorus sian and Polish inhabitants began to pick on the Jews, beating and robbing them or denouncing them to the German",immediately,bodies marked;bodily harm;dispossession;labor;leaving settlement;murder,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2684,,Miadzioł Nowy,,Ghetto,,1/11/41,11/30/41,2041,1941-11-15,11/15/41,,,,,,,,Weissruthenien Region,Ghetto,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.373139,,,,,,,,,,,,,,,,,28.695611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4570,,Miascovca,,Ghetto,,,,,,,,,,,,,,Romania,Ghetto,FALSE,0
AK,"NB: Transferred to Wilna-Land on April 1, 1942. The Jews remaining here in March 1943 were sent to Vilnius, and then to Ponary. [Proof AW: Refugees: checked this box because ""Other Jews arrived in Michaliszki after fleeing from Aktions in nearby ghettos, including Swir."" Proof JH: Labor: ""The Jews worked mostly in the construction or reconstruction of bridges, roads, and railroad tracks, in mills, and in electrical companies. In addition, they had to clear the rubble and snow from the roads. Some Jews were also sent away from the ghetto for a period to cut lumber in the forests.""]",AW&JH,,,,,,unknown,,,546,537,528,18,,"HC: other is that the spaces between the houses were boarded up so that there was only one exit to the ghetto. I did not think this was technically a fence or wall, nor is a gate mentioned at the entrance.",guard(s);other,,1092-1094,Lithuania Region,Ghettos in German-occupied Eastern Europe,2,,3/21/43,3/31/43,2043,1943-03-26,3/26/43,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,yes,yes,certain,787,"HC: more Jews were moved in and out of the ghetto after this number was taken, but there are not always numbers to figure out how many remained.",none given,,6/24/41,6/24/41,2041,1941-06-24,6/24/41,,0,"German forces captured the town on June 24, 1941.",,,,,,1,house(s);street(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,building materials;cleaning;construction;other;unspecified,,,54.813421,FALSE,TRUE,certain,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,26.163974,0,,,,491,,,,HC,"ED: PopJ: moved to PopJOcc; PopJ: added 951; changed to certain, changed year to 1897, PopJCer: changed from unknown to 800",MK/ED,,,,,,1951,certain,800,,1897,HC: PopJYear: before the war,yes,LTH,,"Proof MK: RestrType: deleted residential separation as it is not explicitly stated that anyone was moved, deleted leaving settlement as I did not find any mentions of that, deleted murder as there as no mentions of murder in or around the ghetto; it is only stated that the Jews were transportated to Wilno and from there some days later taken to the Ponary Forest and murdered. I do not consider this as a restriction for the Michaliszki ghetto. Added movement within settlement for curfew, added economic activity for prohibition of having economic contacts with non-Jews, added other for prohibition of having personal relations with non-Jews.","German forces captured the town on June 24, 1941. As the Germans arrived, many Jews fled into the forests. The non-Jewish local inhabitants exploited this opportunity to loot Jewish property. In response to a German order, warning that Jews who did not come home by a certain date would be punished, most of the fugitive Jews returned.",immediately,dispossession;economic activity;Jewish police;labor;movement within settlement;other,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2575,,Michaliszki,,Ghetto,,1/10/41,9/10/41,2041,1941-05-10,5/10/41,,,,,,,,Lithuania Region,Ghetto,FALSE,0
DG,"Proof AK: Changed the start dates because, per date field instructions, we construe ""immediately"" as 1-7 days after the specifically dated event. Added cleaning and construction to labor, removed unknown. Proof NM: Refugees came from Zabludow",AK/NM,,,,,,unknown,,,492,489,486,6,,,barbed wire;guard(s),,924-925,Białystok Region,Ghettos in German-occupied Eastern Europe,2,,2/11/42,2/11/42,2042,1942-02-11,2/11/42,,,,,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,unspecified epidemic,yes,yes,certain,1500,1921 PopJ was 887.,closed,,6/27/41,6/27/41,2041,1941-06-27,6/27/41,,0,"Four days later, on June 27, a Wehrmacht unit captured Michałowo.",,,,,,1,ag./ind./mil. building(s);house(s);street(s),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,unknown,,,,,,,,,cleaning;construction,,,53.034268,FALSE,FALSE,certain,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,23.609563,1,,,,34,,,,JH,"The first ghetto was actually dissolved by releasing the Jews to their pre-war homes! ED: HoldPStruc: added ag./ind./mil buildings, as Jews lived in charred ruins of factory buildings.  JH: Gtype: described as closed ghetto in regional introduction essay, p. 860.",NM/ED,,,,,,732,certain,,,1937,,yes,BST,,,"Four days later, on June 27, a Wehrmacht unit captured Michałowo. Orsche (Arsche), the German military commander, immediately ordered the Michałowo Jews confined to a ghetto.",immediately,dispossession;economic activity;labor;murder;residential separation,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Michałowo-Niezbudka,2461,,Michałowo,,Ghetto,,6/28/41,4/7/41,2041,1941-01-07,1/7/41,,,,,,,,Białystok Region,Ghetto,FALSE,0
JH,"Labor: shoveling snow winter 1939-40, repaving highway, road maintenance, redirect river channel. MM Events: The capture of Jews throughout the Kreis and their murder at Chodówka Forest I did not count, since I do not know whether it is near the city of Miechow. [AL: Proofed]","AL, AK, JH",,,,,,yes,,,685,670,655,30,,exit and entry required permits. Proof AK: I doubt the wall was 16.4 feet tall plus barbed wire on top.,barbed wire;wall,,540-542,Kraków Region,Ghettos in German-occupied Eastern Europe,2,,1/15/43,1/15/43,2043,1943-01-15,1/15/43,,,,,uncertain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"""Some of the Kraków refugees were sick with typhus, and everyone in Miechów was inoculated. """,uncertain,yes,yes,approximate,2500,,enclosed,,9/3/39,9/3/39,2039,1939-09-03,9/3/39,,0,The Germans arrived on September 3…,,,,,AK: added Jewish community building(s) because of work crew held overnight in synagogue.,2,Jewish community building(s);street(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,cleaning;construction;unspecified,,,50.356725,FALSE,FALSE,certain,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,20.027411,2,,,,350,,,,ED,"AK, Gtype: Ghetto is called ""partially enclosed"" before it was surrounded by a wall topped with barbed wire. I deleted Jewish district as none is mentioned.",AK,,,,,,,unknown,2500,,,Subsequent refugees arrived after July 1940.,yes,KRK,,"other: destroying Jewish property; forcing Jews to leave the settlement. AK: added movement within settlement because of curfew, leaving holding place because of ban on leaving the ghetto, and dispossession because the Germans took the best for themselves.",The Germans arrived on September 3…. Soon the German army and SS were abusing the Jews…,soon,bodies marked;bodily harm;cultural;dispossession;labor;leaving holding place;leaving settlement;movement within settlement;other;residential separation;sexual violence,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,2284,,Miechów,,Ghetto,,1/3/41,3/31/41,2041,1941-03-16,3/16/41,,,,,,,,Kraków Region,Ghetto,FALSE,0
ED,Labor: other -- peat digging,NM,,,,,,yes,,,24,19,14,10,,,unknown,,1423-1424,Volhynia and Podolia Region,Ghettos in German-occupied Eastern Europe,2,,3/9/42,3/9/42,2042,1942-03-09,3/9/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,yes,unknown,approximate,1200,,none given,,6/26/41,6/26/41,2041,1941-06-26,6/26/41,,0,"German military forces occupied the village on June 26, 1941",,,,,,1,house(s);street(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,other,,,51.15,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,25.1,3,,,,806,,,,DG,"ED: JPop: added 1921 census number, year and certain; moved 1k to JpopOc and changed from unknown to approxiamte; RestrType: added movement within settlement, as ""The Jews were otherwise more or less confined to their houses""; EnclType: changed from unspecified to unknown",ED,,,,,,875,certain,1000,,1921,,yes,VPD,,,"In July 1941, the first two Aktions were carried out against the male Jewish population in Mielnica. Fifty-six young Jewish men were shot in the course of the “first Aktion,” which took place at the start of the month.",soon,bodies marked;bodily harm;cultural;dispossession;economic activity;labor;leaving holding place;movement within settlement;murder;registration;residential separation,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,2807,,Mielnica,,Ghetto,,10/8/42,8/20/42,2042,1942-08-15,8/15/42,,,,,,,,Volhynia and Podolia Region,Ghetto,FALSE,0
ED,,NM,,,,,,unknown,,,97,82,67,30,,,unknown,,1424-1425,Volhynia and Podolia Region,Ghettos in German-occupied Eastern Europe,2,,6/8/42,6/8/42,2042,1942-06-08,6/8/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,yes,yes,unknown,,"ED: prepared a report for the Commanding Officer of the Security Police (KdS) in Równe in which he stated that on August 6, 1942, 102 men, 159 women, and 159 children (420 Jews in total) were “executed” (shot) in Mikaszewicze",none given,,7/3/41,7/7/41,2041,1941-07-05,7/5/41,"Proof NM: Tobler's with Mokrowo, Dawidgrodek, Lachwa. [ArcProof: used Mokrowo and Lachwa]",4,German forces occupied Mikaszewicze at the start of July 1941,,,,,,1,unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,yes,,,,,,,,,unspecified,,,52.216666,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,27.466666,1,,,,807,,,,DG,"EDJPop: added 1921 census number; changed year, changed to certain; moved 200 to PopJOc and certainty to approximate; :GPopMax: deleted 425; GPopCert: changed from approximate to unknown; RestrQuote: deleted this sentence: In the summer and fall of 1941, the German authorities implemented a series of anti-Jewish measures in Mikaszewicze (because this sentence refers to the establishment of the Judenrat); added the one above;  RestrTime: changed from uncertain to longe; RestrType: added residential separation, as Jews were resettled into ghetto;",ED,,,,,,178,certain,200,,1921,"ED: (Re. PopJOcc) The actual number was probably higher, owing to the arrival of a number of Jewish refugees from western and central Poland in the fall of 1939.",yes,VPD,,,"In November 1941, the civil authorities in Mikaszewicze issued an order that Jews over the age of 10 must wear yellow markers on the front and back of their clothes and that Jews were forbidden to use the sidewalks",longer,bodies marked;bodily harm;dispossession;labor;movement within settlement;murder;residential separation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2808,,Mikaszewicze,,Ghetto,,1/5/42,5/31/42,2042,1942-05-16,5/16/42,,,,,,,,Volhynia and Podolia Region,Ghetto,FALSE,0
ED,ForcedMove_Out: to Iarmolinstsy; added MM to that entry [Proof NM: no additional MM in Iarmolintsy- part of that ghetto's liquidation],NM,,,,,,unknown,,,477,401,325,152,,,unknown,,1425-1426,Volhynia and Podolia Region,Ghettos in German-occupied Eastern Europe,2,,10/21/42,10/31/42,2042,1942-10-26,10/26/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,yes,unknown,,"ED: During the occupation, which lasted from July 11, 1941, to March 27, 1944, there were 662 residents of the village killed altogether, the majority of whom were Jews.",none given,,7/11/41,7/11/41,2041,1941-07-11,7/11/41,,0,"Units of the German 6th Army occupied Mikhalpol’ on July 11, 1941.",,,,,,1,unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,yes,,,,,,,,,farm labor;unspecified,,,49.238444,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,27.146711,0,,,,808,,,,DG,"ED:GPopMax: deleted 125; GPopCert: changed from uncertain to unknown;  Restrtime: changed from uncertain to longer; Restrtype: added leaving settlement; added residential separation, as ghetto was 'for the Jews';",ED,,,,,,728,certain,600,,1939,"DG: It is doubtful the number for GPopMax is correct, as there were 662 total residents of the village and most were Jews.",unknown,VPD,,,"In the summer and fall of 1941, the Germans implemented a series of anti-Jewish measures in Mikhalpol’.",longer,bodies marked;labor;leaving settlement;murder;residential separation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2809,,Mikhalpol’,,Ghetto,,11/7/41,11/30/41,2041,1941-09-20,9/20/41,,,,,,,,Volhynia and Podolia Region,Ghetto,FALSE,0
EMD,"MM: did not include two MM actions taken after when I think the ghetto was dissolved [Proof JH: the entry mentions work at least in a stone quarry and as waste collectors; all MM count, so it is 3, not 1]",JH,,,,,,unknown,,,275,261,247,28,,,fence,,805-806,Eastern Galicia Region,Ghettos in German-occupied Eastern Europe,2,,12/6/43,12/6/43,2043,1943-12-06,12/6/43,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,yes,approximate,100,,remnant ghetto,,7/2/41,7/2/41,2041,1941-07-02,7/2/41,,0,"German armed forces occupied the town on July 2, 1941",,,,,,1,district,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,building materials;cleaning;unspecified,,,49.516666,FALSE,TRUE,certain,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,23.983333,3,,,,198,,,,AL,,AK,,,,,,559,certain,600,,1931,,unknown,EGL,,,"In the summer of 1941, on the orders of the occupation authorities, a Jewish Council ( Judenrat) was established, headed by a lawyer named Salcberg. At the same time, the Jewish Police ( Jüdischer Ordnungsdienst) was created to act as the executive arm of the Judenrat. The Jews were required to wear white armbands bearing a blue Star of David and were registered.",soon,bodies marked;dispossession;Jewish police;labor;murder;registration;residential separation,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,2402,,Mikołajów,,Ghetto,,10/9/42,8/10/42,2042,1942-09-24,9/24/42,,,,,,,,Eastern Galicia Region,Ghetto,FALSE,0
